master_id,lineage_id,name,first_public_year,time_scope,resource_type,trainability,is_independent_dataset,is_direct_robot_trainable,origin,embodiment,full_body_tier,hours,episodes,tasks,modalities,storage_format,access_bucket,access_status,download_verified,license,parent_aggregate,versions,primary_url,evidence_urls,evidence_level,source_scope,dedup_note,last_verified,citation_count,influence_tier,impact_score,verification_state,verification_note,official_source_count,project_url,semantic_scholar_url
R0154,mimicking-bench,Mimicking-Bench,2024,2022—2026主窗口,Benchmark/任务库,附带人类模仿数据,false,false,人类动作+仿真,humanoid全身,核心,,,humanoid场景交互,,,部分开放/分散获取,论文公开；代码/数据按项目提供,部分,未核验,,Mimicking-Bench (2024),https://arxiv.org/abs/2412.17730,https://arxiv.org/abs/2412.17730,B,arXiv精确题名检索,,2026-09-02,23,成长中,317.8,论文已核验·未见独立入口,论文身份与摘要已核验；截至2026-09-02未检出可交叉确认的独立项目或下载入口,1,,https://www.semanticscholar.org/paper/210062684a606d8ae4e766acd6510194221b6d49
R0106,tact,TACT,2025,2022—2026主窗口,独立数据集,可直接用于机器人策略训练,true,true,真实humanoid+仿真,双足humanoid全身,核心,,,全身多接触与触觉操作,本体;动作;触觉/接触,论文内部格式,未发现公开入口,论文身份与资源描述已核验；截至2026-09-02未发现可交叉确认的独立项目或下载入口,待核验,作者条款,,TACT (2025),https://arxiv.org/abs/2506.15146,https://arxiv.org/abs/2506.15146,B,原64项深读台账,,2026-09-02,18,成长中,294.4,论文已核验·未见独立入口,论文身份与摘要已核验；截至2026-09-02未检出可交叉确认的独立项目或下载入口,1,,https://www.semanticscholar.org/paper/388faa2e0d917a8c7648ad6282d092eb0067b663
R0240,x-humanoid,X-Humanoid,2025,2022—2026主窗口,数据生成器,可直接用于机器人策略训练,false,true,人类视频到humanoid视频,humanoid全身,核心,,,大规模humanoid视频生成,,,仅代码/论文,论文公开；数据/代码按项目核验,无数据包,未核验,,X-Humanoid (2025),https://arxiv.org/abs/2512.04537,https://arxiv.org/abs/2512.04537,B,arXiv精确题名检索,候选池中的Humanoid-X按可验证论文X-Humanoid规范化,2026-09-02,12,成长中,256.5,论文已核验·未见独立入口,论文身份与摘要已核验；截至2026-09-02未检出可交叉确认的独立项目或下载入口,1,,https://www.semanticscholar.org/paper/5edcd489ba45cc8aa7f534a9982784324bc0cbc9
R0209,child,CHILD,2025,2022—2026主窗口,采集系统,系统本身不等于数据集,false,false,可穿戴关节级全身遥操作,humanoid全身/双臂系统,核心,,,loco-manipulation与四肢全身控制示范,,,仅代码/论文,硬件设计开源；未见统一公开数据包,无数据包,未核验,,CHILD (2025),https://arxiv.org/abs/2508.00162,https://arxiv.org/abs/2508.00162；https://uiuckimlab.github.io/CHILD-pages/；https://uiuckimlab.github.io/CHILD-pages,A,arXiv第二轮反向查漏,,2026-09-02,9,新近/小众,230.3,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,3,https://uiuckimlab.github.io/CHILD-pages/,https://www.semanticscholar.org/paper/76b246ce5286625e8ff6907fc600b4d02e3a7bae
R0212,humanoidexo,HumanoidExo,2025,2022—2026主窗口,采集系统,系统本身不等于数据集,false,false,真实人类+humanoid,双足humanoid全身,核心,,,可扩展全身操作,外骨骼姿态;机器人状态;动作,预印本/项目格式,可直接下载,预印本；开放状态未核验,是,作者条款,,HumanoidExo (2025),https://arxiv.org/abs/2510.03022,https://arxiv.org/abs/2510.03022,B,原64项深读台账,,2026-09-02,7,新近/小众,207.9,论文已核验·未见独立入口,论文身份与摘要已核验；截至2026-09-02未检出可交叉确认的独立项目或下载入口,1,,https://www.semanticscholar.org/paper/7ff6bddc5826aca3560b8079a35f9103339d88b7
R0137,zerowbc,ZeroWBC,2026,2022—2026主窗口,独立数据集,可直接用于机器人策略训练,true,true,ego人类数据+humanoid,双足humanoid全身,核心,,,自然全身人-物交互,第一视角视频;人体动作;物体;机器人状态;动作,预印本格式,未发现公开入口,论文身份与资源描述已核验；截至2026-09-02未发现可交叉确认的独立项目或下载入口,待核验,未核验,,ZeroWBC (2026),https://arxiv.org/abs/2603.09170,https://arxiv.org/abs/2603.09170,B,原64项深读台账,,2026-09-02,5,新近/小众,179.2,论文已核验·未见独立入口,论文身份与摘要已核验；截至2026-09-02未检出可交叉确认的独立项目或下载入口,1,,https://www.semanticscholar.org/paper/f063368a134e2729079ae5d0608f568bf3a3fe99
R0166,chord-benchmark-data,CHORD benchmark/data,2026,2022—2026主窗口,Benchmark/任务库,附带演示,false,false,人体示范重建+仿真+真实验证,双手灵巧操作并扩展全身,核心,,4739,4739双手任务；部分全身泛化,人体手物动作;接触wrench;机器人状态;动作,预印本数据格式,未发现公开入口,论文身份与资源描述已核验；截至2026-09-02未发现可交叉确认的独立项目或下载入口,待核验,未核验,,CHORD benchmark/data (2026),https://arxiv.org/abs/2607.00033,https://arxiv.org/abs/2607.00033,B,原64项深读台账,,2026-09-02,2,新近/小众,177.6,论文已核验·未见独立入口,论文身份与摘要已核验；截至2026-09-02未检出可交叉确认的独立项目或下载入口,1,,https://www.semanticscholar.org/paper/ae30080e4c32b542b7ec14f92008d2c45c616fe0
R0207,beavr,BEAVR,2025,2022—2026主窗口,采集系统,系统本身不等于数据集,false,false,VR多本体遥操作,单臂/双臂/全身humanoid,核心,,,操作、装配与locomotion示范采集,视觉;本体状态;动作,LeRobot,可直接下载,代码与VR应用开源；论文声明配套数据发布,是,MIT,,BEAVR (2025),https://arxiv.org/abs/2508.09606,https://arxiv.org/abs/2508.09606；https://github.com/ARCLab-MIT/BeaVR-Bot；https://github.com/ARCLab-MIT/BEAVR-Bot,A,arXiv+GitHub官方仓库第二轮查漏,,2026-09-02,4,新近/小众,160.9,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,3,https://github.com/ARCLab-MIT/BeaVR-Bot,https://www.semanticscholar.org/paper/85048c52a47ca750a3723fd7ded136bce4c74b9d
R0215,humanoid-umi,BifrostUMI / HumanoidUMI lineage,2026,2022—2026主窗口,采集系统,系统本身不等于数据集,false,false,人体手持示范+humanoid,双足humanoid全身,核心,,,移动与全身操作,手持设备视觉/轨迹;人体/机器人状态;动作,预印本数据格式,开放状态待核验,两个预印本版本；开放状态待核验,待核验,未核验,,BifrostUMI / HumanoidUMI lineage (2026),https://arxiv.org/abs/2605.03452,https://arxiv.org/abs/2605.03452；https://arxiv.org/abs/2606.27239,A,原64项深读台账,,2026-09-02,3,新近/小众,138.6,来源已核验·开放待确认,论文/数据卡与既有官方来源交叉核验,2,,https://www.semanticscholar.org/paper/8422b7a7150f29aab38dcddd2e1fc69fb61267fb
R0134,sugar,SUGAR,2026,2022—2026主窗口,独立数据集,人类上游数据,true,false,人类视频+仿真+真实humanoid,双足humanoid全身,核心,,,可泛化loco-manipulation,人类视频;姿态/物体;机器人状态;动作,预印本数据格式,仅代码/论文,论文与官方项目/代码入口已核验；未确认独立数据包,待核验,未核验,,SUGAR (2026),https://arxiv.org/abs/2605.20373,https://arxiv.org/abs/2605.20373；https://tianshuwu.github.io/sugar-humanoid/,A,原64项深读台账,,2026-09-02,3,新近/小众,138.6,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,2,https://tianshuwu.github.io/sugar-humanoid/,https://www.semanticscholar.org/paper/d3412c4de29a8e286884352bda9f26372c8aa945
R0243,openhlm,OpenHLM,2026,2022—2026主窗口,数据生成器,生成管线/可生成训练数据,false,false,仿真+真实humanoid,双足humanoid全身,核心,,,loco-manipulation,视觉;本体;动作;任务状态,预印本/代码状态待核验,部分开放/分散获取,论文与官方项目/代码入口已核验；数据包范围需按项目说明,待核验,未核验,,OpenHLM (2026),https://arxiv.org/abs/2606.22174,https://arxiv.org/abs/2606.22174；https://openhlm-project.github.io/,A,原64项深读台账,,2026-09-02,1,新近/小众,69.3,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,2,https://openhlm-project.github.io/,https://www.semanticscholar.org/paper/87cb4b9412cc81b111e8fd8d41a50af1e1e91f1f
R0102,omniretarget-dataset,OmniRetarget Dataset,2025,2022—2026主窗口,独立数据集,可直接用于机器人策略训练,true,true,人体动作retargeting,G1 humanoid全身,核心,4,,负载搬运、复杂地形与组合交互,,NPZ,部分开放/分散获取,部分数据可下载；LAFAN1衍生部分受限,部分,MIT/来源条款,,OmniRetarget Dataset (2025),https://huggingface.co/datasets/omniretarget/OmniRetarget_Dataset,https://huggingface.co/datasets/omniretarget/OmniRetarget_Dataset,A,Hugging Face论文数据卡,,2026-09-02,0,新近/小众,43.9,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,1,https://huggingface.co/datasets/omniretarget/OmniRetarget_Dataset,
R0226,teleopit,Teleopit,2026,2022—2026主窗口,采集系统,系统本身不等于数据集,false,false,VR全身+手+头部遥操作,humanoid全身+灵巧手+主动视觉,核心,,96,协调行走、操作与视点控制,身体;手;头部信号;机器人状态与动作,,仅代码/论文,论文与官方项目/代码入口已核验；未确认独立数据包,待核验,未核验,,Teleopit (2026),https://arxiv.org/abs/2608.01834,https://arxiv.org/abs/2608.01834；https://botrunner64.github.io/teleopit-page/；https://botrunner64.github.io/teleopit-page,A,arXiv第二轮反向查漏,,2026-09-02,0,新近/小众,36.6,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,3,https://botrunner64.github.io/teleopit-page/,https://www.semanticscholar.org/paper/221eb8916f795d8efa67952350855e3ee9be8b4f
R0203,omnih2o-6,OmniH2O-6,2024,2022—2026主窗口,采集系统,系统本身不等于数据集,false,false,人体动作+仿真+真实humanoid,双足humanoid+灵巧手,核心,,6,运动、搬运、体育、人机交互；6个日常任务数据,人体姿态;机器人本体;任务观测;动作,项目数据包/代码,可直接下载,数据链接与代码开放,是,项目条款,,OmniH2O-6 (2024),https://omni.human2humanoid.com/,https://omni.human2humanoid.com/；https://github.com/LeCAR-Lab/human2humanoid,A,原64项深读台账,,2026-09-02,0,新近/小众,15.6,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,2,https://github.com/LeCAR-Lab/human2humanoid,
R0216,coupled-egocentric-whole-body-teleoperation,Coupled Egocentric Whole-Body Teleoperation,2026,2022—2026主窗口,采集系统,系统本身不等于数据集,false,false,第一视角耦合全身遥操作,humanoid全身,核心,,,身体跟随与全身机器人遥操作,,,未发现公开入口,论文身份与资源描述已核验；截至2026-09-02未发现可交叉确认的独立项目或下载入口,待核验,未核验,,Coupled Egocentric Whole-Body Teleoperation (2026),https://arxiv.org/abs/2607.16095,https://arxiv.org/abs/2607.16095,B,2026年7—8月arXiv完整增量审计,,2026-09-02,0,新近/小众,0,论文已核验·未见独立入口,论文身份与摘要已核验；截至2026-09-02未检出可交叉确认的独立项目或下载入口,1,,https://www.semanticscholar.org/paper/17e67bb0c2693e0bd6bea968dbecc19ab55c642d
R0123,halomi,HALOMI,2026,2022—2026主窗口,独立数据集,可直接用于机器人策略训练,true,true,人类示范+真实/仿真humanoid,双足humanoid全身,核心,,,带主动感知的loco-manipulation,视觉;人体/物体状态;机器人本体;动作,预印本格式,未发现公开入口,论文身份与资源描述已核验；截至2026-09-02未发现可交叉确认的独立项目或下载入口,待核验,未核验,,HALOMI (2026),https://arxiv.org/abs/2606.18772,https://arxiv.org/abs/2606.18772,B,原64项深读台账,,2026-09-02,0,新近/小众,0,论文已核验·未见独立入口,论文身份与摘要已核验；截至2026-09-02未检出可交叉确认的独立项目或下载入口,1,,https://www.semanticscholar.org/paper/4bff04afff30eb7be4a17525c5ed0fefe8bbd288
R0097,humanoid-everyday,Humanoid Everyday,2025,2022—2026主窗口,独立数据集,可直接用于机器人策略训练,true,true,未统一披露,双足humanoid全身,核心,,,,RGB-D;LiDAR;IMU;全身关节;触觉;动作,LeRobot/Parquet+Video,部分开放/分散获取,论文、项目与数据托管入口已核验；具体分包与许可见项目页,待核验,Apache-2.0,,Humanoid Everyday (2025),https://huggingface.co/datasets/USC-PSI-Lab/humanoid-everyday,https://huggingface.co/datasets/USC-PSI-Lab/humanoid-everyday,A,Hugging Face机构数据卡,,2026-09-02,0,新近/小众,0,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,1,https://huggingface.co/datasets/USC-PSI-Lab/humanoid-everyday,
R0174,humanoidvln,HumanoidVLN,2026,2022—2026主窗口,Benchmark/任务库,任务与评测为主,false,false,物理仿真导航,多类双足humanoid,核心,,,跨humanoid本体的视觉语言导航,,,仅代码/论文,论文与官方项目/代码入口已核验；未确认独立数据包,待核验,未核验,,HumanoidVLN (2026),https://arxiv.org/abs/2608.12860,https://arxiv.org/abs/2608.12860；https://humanoid-vln.github.io/,A,2026年7—8月arXiv完整增量审计,,2026-09-02,0,新近/小众,0,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,2,https://humanoid-vln.github.io/,https://www.semanticscholar.org/paper/e4689c23ab035206dbe8803c05a4235e1ff79f81
R0127,oasis,OASIS,2026,2022—2026主窗口,独立数据集,可直接用于机器人策略训练,true,true,仿真生成+真实humanoid,双足humanoid全身,核心,,,loco-manipulation,仿真状态;视觉;动作;任务状态,预印本数据格式,仅代码/论文,论文与官方项目/代码入口已核验；未确认独立数据包,待核验,未核验,,OASIS (2026),https://arxiv.org/abs/2606.08548,https://arxiv.org/abs/2606.08548；https://oasis-humanoid.github.io/,A,原64项深读台账,,2026-09-02,0,新近/小众,0,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,2,https://oasis-humanoid.github.io/,https://www.semanticscholar.org/paper/d397f1796c9ca010c531a7012ae86b8e5b87404a
R0104,phuma,PHUMA,2025,2022—2026主窗口,独立数据集,可直接用于机器人策略训练,true,true,人体动作retargeting+物理修复,G1/H1-2全身,核心,,,可靠humanoid locomotion motion prior,,NPY,部分开放/分散获取,部分数据可下载；受来源许可限制,部分,Apache-2.0/来源条款,,PHUMA (2025),https://huggingface.co/datasets/DAVIAN-Robotics/PHUMA,https://huggingface.co/datasets/DAVIAN-Robotics/PHUMA,A,Hugging Face机构数据卡,,2026-09-02,0,新近/小众,0,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,1,https://huggingface.co/datasets/DAVIAN-Robotics/PHUMA,
R0192,thorarena,ThorArena,2026,2022—2026主窗口,Benchmark/任务库,附带人类示范的force-aware评测,false,false,真人全身运动—双手力同步采集+仿真回放,人类全身→humanoid全身,核心,,,6项接触丰富的人形物理交互,全身运动;双手交互力;仿真回放,,未发现公开入口,论文身份与资源描述已核验；截至2026-09-02未发现可交叉确认的独立项目或下载入口,待核验,未核验,,ThorArena (2026),https://arxiv.org/abs/2607.06052,https://arxiv.org/abs/2607.06052,B,2026年7—8月arXiv完整增量审计,,2026-09-02,0,新近/小众,0,论文已核验·未见独立入口,论文身份与摘要已核验；截至2026-09-02未检出可交叉确认的独立项目或下载入口,1,,https://www.semanticscholar.org/paper/f0f1369a6368b5f0fecea3781ffa9625d8bbf784
R0213,twist,TWIST,2025,2022—2026主窗口,采集系统,系统本身不等于数据集,false,false,MoCap+仿真+真实humanoid,双足humanoid全身,核心,,,全身操作、腿部操作、locomotion、表达动作,MoCap人体动作;机器人本体;运动目标;动作,代码与训练运动数据,可直接下载,代码、训练运动数据和模型开放；无通用任务数据集,是,项目条款,,TWIST (2025),https://yanjieze.com/projects/TWIST/,https://yanjieze.com/projects/TWIST/；https://github.com/YanjieZe/TWIST,A,原64项深读台账,,2026-09-02,0,新近/小众,0,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,2,https://yanjieze.com/projects/TWIST/,
R0204,open-television,Open-TeleVision,2024,2022—2026主窗口,采集系统,可直接用于机器人策略训练,false,true,未统一披露,humanoid上身/双臂,扩展,,,沉浸式主动视觉遥操作,,,仅代码/论文,代码与项目公开,无数据包,未核验,,Open-TeleVision (2024),https://arxiv.org/abs/2407.01512,https://arxiv.org/abs/2407.01512；https://robot-tv.github.io/,A,arXiv精确题名检索,,2026-09-02,320,高影响,577.1,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,2,https://robot-tv.github.io/,https://www.semanticscholar.org/paper/c66570cfe127512dde91da977ce973e42abb7e2e
R0197,ace-teleop,ACE Teleop,2024,2022—2026主窗口,采集系统,可直接用于机器人策略训练,false,true,未统一披露,跨平台上身/手,扩展,,,视觉外骨骼低成本遥操作,,,可直接下载,代码和设计开放,是,未核验,,ACE Teleop (2024),https://arxiv.org/abs/2408.11805,https://arxiv.org/abs/2408.11805,B,arXiv精确题名检索,,2026-09-02,73,较高影响,430.4,论文已核验·未见独立入口,论文身份与摘要已核验；截至2026-09-02未检出可交叉确认的独立项目或下载入口,1,,https://www.semanticscholar.org/paper/c20839f2452637aff9b0a4ed35d06ea1b4a41741
R0238,humanoidgen,HumanoidGen,2025,2022—2026主窗口,数据生成器,可直接用于机器人策略训练,false,true,仿真,humanoid双臂+灵巧手,扩展,,,LLM生成双臂灵巧任务与演示,,,仅代码/论文,论文/代码公开,无数据包,未核验,,HumanoidGen (2025),https://arxiv.org/abs/2507.00833,https://arxiv.org/abs/2507.00833；https://openhumanoidgen.github.io,A,OpenAlex精确题名检索,,2026-09-02,19,成长中,299.6,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,2,https://openhumanoidgen.github.io,https://www.semanticscholar.org/paper/2513cec0a4c58cdc30cdf0b47f210da61ffb0fee
R0119,dexora-real-world,Dexora Real-World,2026,2022—2026主窗口,独立数据集,可直接用于机器人策略训练,true,true,真实机器人,双臂灵巧手,扩展,40.5,12200,双臂灵巧与VLA任务,多视角RGB;状态;动作;语言,Hugging Face数据卡格式,可直接下载,数据集可下载,是,数据卡条款,,Dexora Real-World (2026),https://huggingface.co/datasets/Dexora/Dexora_Real-World_Dataset,https://huggingface.co/datasets/Dexora/Dexora_Real-World_Dataset；https://arxiv.org/abs/2605.18722,A,原64项深读台账,,2026-09-02,7,新近/小众,284.7,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,2,https://huggingface.co/datasets/Dexora/Dexora_Real-World_Dataset,https://www.semanticscholar.org/paper/484895c1fb86049d0a765607484e2be6db17cd46
R0118,deform360,Deform360,2026,2022—2026主窗口,独立数据集,世界模型/操作上游数据,true,false,真实多视角双臂视觉触觉采集,双臂触觉夹爪,扩展,215,1980,可变形物体世界模型与规划,41视角视频;触觉;稠密3D几何与运动,,部分开放/分散获取,项目页公开；数据下载与许可待核验,部分,未核验,,Deform360 (2026),https://arxiv.org/abs/2607.05390,https://arxiv.org/abs/2607.05390；https://deform360.lhy.xyz,A,2026年7—8月arXiv完整增量审计,,2026-09-02,1,新近/小众,146.2,来源与开放状态已核验,论文/数据卡与既有官方来源交叉核验,2,,https://www.semanticscholar.org/paper/afb4653467f08b362b46256927733032546ef666
R0168,dexverse,DexVerse,2026,2022—2026主窗口,Benchmark/任务库,附带演示,false,false,仿真灵巧操作任务与演示,3机械臂+6灵巧手,扩展,,3180,100项多任务多本体灵巧操作,RGB;深度;点云;本体状态;动作,,部分开放/分散获取,项目页公开；数据与许可待核验,部分,未核验,,DexVerse (2026),https://arxiv.org/abs/2607.08751,https://arxiv.org/abs/2607.08751；https://ycyao216.github.io/DexVerse.site,A,2026年7—8月arXiv完整增量审计,,2026-09-02,1,新近/小众,133.8,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,2,https://ycyao216.github.io/DexVerse.site,https://www.semanticscholar.org/paper/5f63e5d4daea0fe42cf0f94e0a43e34b609784fa
R0109,10kh-realomin-opendata,10Kh RealOmin OpenData,2026,2022—2026主窗口,独立数据集,可直接用于机器人策略训练,true,true,robot-free双手家庭采集,双手设备/机器人迁移上游,扩展,13000,5000000,10家庭场景、30核心技能,鱼眼RGB;轨迹;关节;IMU;触觉,MCAP,需申请/注册,需同意条件后下载；阶段性上传,入口已验证,CC BY-SA 4.0,,10Kh RealOmin OpenData (2026),https://huggingface.co/datasets/genrobot2025/10Kh-RealOmin-OpenData,https://huggingface.co/datasets/genrobot2025/10Kh-RealOmin-OpenData,A,Hugging Face机构数据卡,,2026-09-02,0,新近/小众,124.6,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,1,https://huggingface.co/datasets/genrobot2025/10Kh-RealOmin-OpenData,
R0077,agibot-world,AgiBot World Alpha/Beta,2024,2022—2026主窗口,独立数据集,可直接用于机器人策略训练,true,true,真实机器人,移动双臂、humanoid、双Franka等,扩展,,1003672,五领域、接触丰富、长时程、多机器人协作,多视角视觉;语言;状态;动作;部分视觉触觉,原始格式；提供转LeRobot v2.1路径,可直接下载,Alpha/Beta可下载,是,CC BY-NC-SA 4.0,,AgiBot World Alpha/Beta (2024-2025),https://github.com/OpenDriveLab/AgiBot-World,https://github.com/OpenDriveLab/AgiBot-World；https://huggingface.co/datasets/agibot-world/AgiBotWorld-Beta,A,原64项深读台账,,2026-09-02,0,新近/小众,110.6,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,2,https://github.com/OpenDriveLab/AgiBot-World,
